! Tight binding model for graphene system, theta=0
   12  ! Number of non-zeros lines of HmnR
    4  ! Number of Wannier functions
    9  ! Number of R points
    1    1    1    1    1    1    1    1    1
    0   -1    0       1       3    -2.700000     0.000000
    0   -1    0       2       4    -2.700000     0.000000
   -1    0    0       3       4    -2.700000     0.000000
    0    0    0       1       2    -2.700000     0.000000
    0    0    0       1       3    -2.700000     0.000000
    0    0    0       2       1    -2.700000     0.000000
    0    0    0       2       4    -2.700000     0.000000
    0    0    0       3       1    -2.700000     0.000000
    0    0    0       4       2    -2.700000     0.000000
    1    0    0       4       3    -2.700000     0.000000
    0    1    0       3       1    -2.700000     0.000000
    0    1    0       4       2    -2.700000     0.000000
